_ID_,_VAL_
0,0.34352270741379964
1,0.6200762908838778
2,0.39209131779896783
3,0.5315714533358219
4,0.7903334260805778
5,0.7016593185900721
6,0.15511150710302848
7,0.3666980562574672
8,0.2931490893868556
9,0.593534077199475
10,0.3189785401295039
11,0.7093704792798579
12,0.23544284355226464
13,0.3667069961001916
14,0.8591204311360636
15,0.44646017584883857
16,0.10322444982968287
17,0.48045798817786944
18,0.582871726540451
19,0.29941920558384566
20,0.2758029248612818
21,0.45709239475497876
22,0.3410809007078604
23,0.14219594774607597
24,0.7218507243428348
25,0.5804940004868708
26,0.7531622600699857
27,0.18522519079314193
28,0.18680085909242833
29,0.4059676093378484
30,0.4831142136643981
31,0.24277877827666527
32,0.5122306178922609
33,0.4496497443244333
34,0.48013951412682077
35,0.13722284733943188
36,0.29292252973061583
37,0.17399634103462086
38,0.2897131395173104
39,0.27667430800149384
40,0.30769617764842583
41,0.3967817781928625
42,0.20686230628016655
43,0.2959210811553638
44,0.6141310812394867
45,0.3870215842090853
46,0.40713172520780105
47,0.3178534791551543
48,0.32816299036523133
49,0.2027818935472867
50,0.14966954682381323
51,0.23446399849139998
52,0.151442513194759
53,0.5163253658749543
54,0.39390002607365077
55,0.3081480768962326
56,0.49156258382812745
57,0.39060925940328073
58,0.12999859409015774
59,0.1826015814100658
60,0.236093286070348
61,0.23631808879665095
62,0.3723076162154506
63,0.5239749100014914
64,0.22109936647993506
65,0.7087066266504864
66,0.5238306677116583
67,0.3451448464201708
68,0.0978444514344541
69,0.32586368517762854
70,0.5453922701615126
71,0.10965873321834702
72,0.269671767535407
73,0.7144625115418748
74,0.42217403511528506
75,0.1371283013159098
76,0.3707898175892656
77,0.219701735763511
78,0.382967635726845
79,0.42569179017809167
80,0.271721031996283
81,0.5697544961641319
82,0.29853814721237365
83,0.17061292957326207
84,0.4064983938137179
85,0.5801480731948588
86,0.09962046106623229
87,0.5050547919509587
88,0.46097231339198297
89,0.32417039955270405
90,0.14181105926464863
91,0.48076459809720995
92,0.6343627582479483
93,0.3209430209680637
94,0.4194278370509893
95,0.39840714132975763
96,0.11869588109130637
97,0.11387717226294211
98,0.2778227044817081
99,0.438060583447206
100,0.42943167397736615
101,0.28946328865668913
102,0.22536281535927466
103,0.5292355143969854
104,0.49088903722678623
105,0.36487914320476544
106,0.7622168486389647
107,0.2964581273309657
108,0.2231890592238963
109,0.2119709599501856
110,0.610803170407007
111,0.1288225818014845
112,0.2632678800394477
113,0.48342353872262656
114,0.4758028191965862
115,0.41356451292719376
116,0.6965028087813256
117,0.2414594104592606
118,0.2973000671978465
119,0.4683799532609805
120,0.19754161278566015
121,0.3135482453144742
122,0.4497355633058291
123,0.4072245490345118
124,0.27538586285530364
125,0.20087772258050024
126,0.617225240990285
127,0.18345707665424055
128,0.3240127116132244
129,0.6624145615627238
130,0.24839941215974104
131,0.41943613740465396
132,0.3717704241119625
133,0.21960509651841803
134,0.17042487659547262
135,0.6608871182267719
136,0.3439482901096059
137,0.19205155019946862
138,0.23742772949153568
139,0.5791432479960485
140,0.41910613454968565
141,0.24619923294051937
142,0.4877196692332715
143,0.4028300763424502
144,0.5577637030508663
145,0.2693662567342612
146,0.491902008122273
147,0.6114697497904464
148,0.47642242865140605
149,0.17186283515202766
150,0.28436764928081093
151,0.25695903396375386
152,0.4545881272366501
153,0.2128607449259758
154,0.6514216468697345
155,0.19941722958822675
156,0.21941243724279325
157,0.3925742696689524
158,0.14269047551446418
159,0.7477390451401618
160,0.5442153982456209
161,0.3562268536063984
162,0.40166037580541375
163,0.30366733439992466
164,0.2694333795752532
165,0.11249078264750113
166,0.6436927075370276
167,0.25431260279273443
168,0.2795517614517941
169,0.26023379792478474
170,0.26140897906755856
171,0.14044435471671374
172,0.15988251415699392
173,0.2520663775918128
174,0.15322279838530628
175,0.4208663520278229
176,0.43988343621740966
177,0.11659293870537767
178,0.32992362052001545
179,0.6607212230531881
180,0.22220938353200428
181,0.26844856492585734
182,0.6443506842936243
183,0.5465587989085922
184,0.49032451062418647
185,0.3474753389830195
186,0.4138753092501314
187,0.5658494008432416
188,0.24986371086271414
189,0.29265559075103276
190,0.18121839875057974
191,0.47745087543303916
192,0.40789091719712356
193,0.8574251852656762
194,0.5913198364388529
195,0.22888992174486722
196,0.21452304610261408
197,0.5881418969311873
198,0.519287129630588
199,0.24345364703544964
200,0.3479730842477434
201,0.26094441877725216
202,0.26551472958662425
203,0.23194860703103187
